while <A> <= <B> :	<A> が <B> 以下の間
while not <A> <= <B> :	<A> が <B> 以下でない間
<A> % 2 == 0	<A> が偶数かどうか
<A> % 2 != 0	<A> が偶数でないかどうか
if <A> % 2 == 0 :	もし <A> が偶数の場合
if <A> % 2 != 0 :	<A> が偶数でないなら
<A> % <B> == <C>	<A> が <B> で割った時の余りが <C> であるかどうか
<A> % <B> != <C>	<A> が <B> で割った時の余りが <C> であるでないかどうか
if <A> % <B> == <C> :	<A> が <B> で割った時の余りが <C> であるならば
if <A> % <B> != <C> :	もし <A> が <B> で割った時の余りが <C> であるでない場合
<A> % 2 == 1	<A> が奇数かどうか
<A> % 2 != 1	<A> が奇数でないかどうか
if <A> % 2 == 1 :	もし <A> が奇数の場合
if <A> % 2 != 1 :	もし <A> が奇数でないならば
<A> % <B> == <C>	<A> が <B> で割った時の余りが <C> かどうか
<A> % <B> != <C>	<A> が <B> で割った時の余りが <C> でないかどうか
if <A> % <B> == <C> :	もし <A> が <B> で割った時の余りが <C> ならば
if <A> % <B> != <C> :	もし <A> が <B> で割った時の余りが <C> でないならば
<A> % <B> == 0	<A> が <B> の倍数かどうか
<A> % <B> != 0	<A> が <B> の倍数でないかどうか
if <A> % <B> == 0 :	もし <A> が <B> の倍数ならば
if <A> % <B> != 0 :	<A> が <B> の倍数でないとき
<A> % <B> == 0	<A> が <B> で割り切れるかどうか
<A> % <B> != 0	<A> が <B> で割り切れるでないかどうか
if <A> % <B> == 0 :	もし <A> が <B> で割り切れるならば
if <A> % <B> != 0 :	もし <A> が <B> で割り切れるでないとき
<A> and <B>	<A> かつ <B>
not <A> and <B>	<A> かつ <B> でない
if <A> and <B> :	もし <A> かつ <B> のとき
if not <A> and <B> :	もし <A> かつ <B> でないなら
<A> or <B>	<A> または <B>
not <A> or <B>	<A> または <B> でない
if <A> or <B> :	もし <A> または <B> のとき
if not <A> or <B> :	もし <A> または <B> でない場合
not <A>	<A> ではない
not not <A>	<A> ではなくない
if not <A> :	もし <A> ではないとき
if not not <A> :	もし <A> ではなくないとき
True	真
False	偽
None	未定値
print ( )	改行を表示する
print ( )	空行を出力する
print ( <A> )	<A> を表示する
print ( <A> , end = '' )	改行なしで <A> をプリントする
print ( <A> , end = '' )	<A> の出力を改行しないで行う
print ( <A> , sep = '' )	区切りなしで <A> をプリントする
print ( <A> , sep = '' )	<A> の出力を区切らないで行う
print ( <A> , sep = ',' )	カンマ区切りで <A> をプリントする
print ( <A> , sep = <B> )	<B> 区切りで <A> をプリントする
print ( <A> , sep = ',' )	<A> の出力をカンマ区切りで行う
print ( <A> )	<A> とプリントする
print ( 'Hello World' )	「ハローワールド」とプリントする
print ( 'Hello World' )	試しに何か動かす
print ( 'Hello World' )	最初のプログラム
print ( '{:.5f}' . format ( <A> ) )	<A> の小数点以下 5 桁までをプリントする
print ( '{:.5f}' . format ( <A> ) )	<A> の小数点以下を 5 桁までプリントする
print ( '{:.5f}' . format ( <A> ) )	<A> の小数点以下を 5 桁で揃える
print ( '{:.5f}' . format ( <A> ) )	<A> の小数部を 5 桁で丸める
print ( * <A> )	<A> を展開してプリントする
input ( )	ユーザから入力を受け取る
<A> = input ( )	ユーザから入力を受け取って、 <A> に代入する
<A> = input ( )	ユーザから入力を受け取った結果を <A> にする
input ( )	入力値を受け取る
<A> = input ( )	入力値を受け取って、 <A> とする
<A> = input ( )	入力値を受け取った結果を <A> とする
input ( )	ユーザが入力した文字列
<A> = input ( )	ユーザが入力した文字列を <A> にする
input ( )	ユーザから入力された文字列
<A> = input ( )	ユーザから入力された文字列を <A> に代入する
input ( )	入力された文字列
<A> = input ( )	入力された文字列を <A> に代入する
input ( )	文字列を入力する
<A> = input ( )	文字列を入力して、 <A> に代入する
<A> = input ( )	文字列を入力した結果を <A> にする
input ( )	データを入力する
<A> = input ( )	データを入力して、 <A> に代入する
<A> = input ( )	データを入力した結果を <A> とする
int ( input ( ) )	ユーザから入力を整数値として受け取る
<A> = int ( input ( ) )	ユーザから入力を数字として受け取り、 <A> にする
<A> = int ( input ( ) )	ユーザから入力を数字として受け取られた結果を <A> に代入する
int ( input ( ) )	整数値を受け取る
<A> = int ( input ( ) )	整数値を受け取って、 <A> とする
<A> = int ( input ( ) )	整数値を受け取った結果を <A> に代入する
int ( input ( ) )	ユーザが入力した整数値
<A> = int ( input ( ) )	ユーザが入力した整数値を <A> とする
int ( input ( ) )	ユーザから入力された整数値
<A> = int ( input ( ) )	ユーザから入力された整数値を <A> に代入する
int ( input ( ) )	入力された整数値
<A> = int ( input ( ) )	入力された整数値を <A> とする
int ( input ( ) )	整数値を入力する
<A> = int ( input ( ) )	整数値を入力し、 <A> とする
<A> = int ( input ( ) )	整数値を入力した結果を <A> にする
int ( input ( ) )	数値データを入力する
<A> = int ( input ( ) )	数値データを入力し、 <A> に代入する
<A> = int ( input ( ) )	数値データを入力した結果を <A> とする
list ( input ( ) )	複数の入力値をリストとして受け取る
<A> = list ( input ( ) )	複数の入力値をリストとして受け取り、 <A> に代入する
<A> = list ( input ( ) )	複数の入力値をリストとして受け取った結果を <A> に代入する
list ( input ( ) )	ユーザが入力したデータをリストに入れる
<A> = list ( input ( ) )	ユーザが入力したデータをリストに突っ込んで、 <A> に代入する
<A> = list ( input ( ) )	ユーザが入力したデータをリストに突っ込んだ結果を <A> に代入する
list ( input ( ) )	ユーザが入力したデータをリストに変換する
<A> = list ( input ( ) )	ユーザが入力した値をリストに変換し、 <A> に代入する
<A> = list ( input ( ) )	ユーザが入力した値をリストに変換した結果を <A> に代入する
list ( input ( ) )	ユーザが入力した値をリスト化する
<A> = list ( input ( ) )	ユーザが入力した値をリスト化し、 <A> にする
<A> = list ( input ( ) )	ユーザが入力した値をリスト化した結果を <A> とする
list ( map ( int , input ( ) . split ( ) ) )	空白ごとに入力された複数の整数をリストとして受け取る
<A> = list ( map ( int , input ( ) . split ( ) ) )	空白ごとに入力された複数の整数をリストとして受け取り、 <A> に代入する
<A> = list ( map ( int , input ( ) . split ( ) ) )	空白ごとに入力された複数の整数をリストとして受け取られた結果を <A> に代入する
list ( map ( int , input ( ) . split ( ) ) )	ユーザが入力した整数値をスペースで区切ってリストとして受け取る
<A> = list ( map ( int , input ( ) . split ( ) ) )	ユーザが入力した整数値をスペースで区切ってリストとして受け取り、 <A> に代入する
<A> = list ( map ( int , input ( ) . split ( ) ) )	ユーザが入力した整数値をスペースで区切ってリストとして受け取られた結果を <A> にする
<A> , <B> , <C> = input ( ) . split ( )	入力された文字列を半角スペースで分割し <A> 、 <B> 、 <C> とする
<A> , <B> , <C> = input ( ) . split ( )	空白ごとに入力文字列を受け取り <A> 、 <B> 、 <C> とする
<A> , <B> , <C> = input ( ) . split ( )	半角スペースで区切って入力文字列を受け取り <A> 、 <B> 、 <C> とする
<A> , <B> , <C> = map ( int , input ( ) . split ( ) )	入力された整数値を半角スペースで分割し <A> 、 <B> 、 <C> とする
<A> , <B> , <C> = map ( int , input ( ) . split ( ) )	半角スペースごとに入力された整数値を受け取り <A> 、 <B> 、 <C> とする
if <A> == <B> :	<A> が <B> ならば
if <A> == <B> :	もし <A> が <B> ならば
elif <A> == <B> :	そうでなくて <A> が <B> ならば
else	そうでなければ
else	どれでもなければ
else	それ以外のとき
if <A> < <B> or <A> >= <C> :	<A> が <B> 未満または <C> 以上ならば
if <A> < <B> or <A> >= <C> :	もし <A> が <B> 未満または <C> 以上ならば
if <A> < <B> and <A> >= <C> :	<A> が <B> 未満かつ <C> 以上ならば
if <A> < <B> and <A> >= <C> :	もし <A> が <B> 未満かつ <C> 以上ならば
for i in range ( <A> ) :	以下の処理を <A> 回ループする
for i in range ( <A> ) :	<A> 回ループする
for <A> in range ( 10 ) :	<A> に 0 から 9 を代入して、以降のプログラムをループする
for <A> in range ( <B> ) :	<A> に <B> 未満の連続した数値を代入して、以降のプログラムをループする
for <A> in range ( 10 ) :	<A> を 0 から 9 まで 1 つずつ取り出しながら繰り返し処理を行う
for i in range ( <A> ) :	繰り返し処理を <A> 回行う
for i in range ( <A> ) :	<A> 回だけ繰り返し処理を行う
for i in range ( len ( <A> ) ) :	以降のプログラムを <A> の長さだけループする
for <A> , <B> in enumerate ( <C> ) :	<C> のインデックスを <A> 、要素を <B> へ順番に代入して以降のプログラムをループする
for <A> , <B> in zip ( <C> , <D> ) :	<C> の要素を <A> 、 <D> の要素を <B> へ順番に代入して以降のプログラムをループする
while True :	以下の処理をずっとループする
while True :	無限ループを行う
pass	何もしない
pass	何も行わない
pass	パスする
break	抜ける
break	中断する
break	ループ処理を終了する
break	繰り返し処理から抜け出す
continue	先頭に戻ってやり直す
continue	最初から繰り返す
try :	可能なら以下のプログラムを実行する
except :	もし何らかの例外が発生した場合
except :	もし try の中のプログラムが実行できなかった時
except <A> :	もし <A> が発生したとき
finally :	例外が発生してもしなくても
def <A> ( <B> ) :	<B> を引数に持つ関数 <A> を定義する
def <A> ( <B> ) :	<B> を引数に持つ関数を <A> という名前で定義する
return	何も返さない
return <A>	<A> をリターンする
yield <A>	<A> を一旦リターンする
[ ]	空列
<A> = [ ]	空列を <A> にする
[ ]	空のリスト
<A> = [ ]	空のリストを <A> にする
( )	空のタプル
<A> = ( )	空のタプルを <A> にする
<A> [ 0 ]	<A> の最初の要素
<A> [ -1 ]	<A> の末尾の要素
<A> [ : ]	<A> のコピー
<A> [ : ]	<A> がコピーされた列
<A> [ : -1 ]	<A> の最後を除いた部分列
<A> [ 1 : ]	<A> の最初を除いた部分列
<A> [ <B> : <C> ]	<A> の <B> 番目から <C> 番目の要素を得る
<A> [ <B> : ]	<A> の <B> 番目から末尾までの要素を取り出す
<A> [ <B> : ]	<A> の <B> 番目以降の値を取り出す
<A> [ : <B> ]	<A> の 0 番目から <B> 番目の要素を取り出す
<A> [ : : -1 ]	<A> の逆順
<A> [ : : -1 ]	<A> 内の要素の順番を逆にする
len ( <A> )	<A> の長さ
len ( <A> )	<A> の長さを見る
len ( <A> )	<A> の長さを算出する
sum ( <A> )	<A> の合計
sum ( <A> )	<A> の合計を確認する
sum ( <A> )	<A> の合計値を計算する
min ( <A> )	<A> の一番小さい値
min ( <A> )	<A> の一番小さい値をチェックする
min ( <A> )	<A> の最小値を求める
max ( <A> ) @check @calc	<A> の一番大きい値
sum ( <A> ) / len ( <A> )	<A> の平均
sum ( <A> ) / len ( <A> )	<A> の平均値を調べる
sum ( <A> ) / len ( <A> )	<A> の平均を計算する
range ( <A> )	0 から <A> -1 までの数列
range ( <A> )	0 から <A> -1 の範囲の数列
range ( <A> )	0 から <A> -1 の範囲で 1 ずつ増える数列
range ( <A> )	0 ~ <A> -1 の範囲の数列
range ( <A> )	0 ~ <A> -1 の範囲で 1 ずつ増える数列
range ( <A> )	0 以上 <A> 未満の範囲で 1 ずつ増える数列
range ( <A> )	0 以上 <A> 未満の範囲の数列
range ( <A> , <B> + <A> )	<A> から <B> までの数列
range ( <A> , <B> + <A> )	<A> から <B> の範囲の数列
range ( <A> , <B> + <A> )	<A> から <B> の範囲で <A> ずつ増える数列
range ( <A> , <B> + <A> )	<A> ~ <B> の範囲の数列
range ( <A> , <B> + <A> )	<A> ~ <B> の範囲で <A> ずつ増える数列
range ( <A> , <B> + <A> )	<A> 以上 <B> + <A> 未満の範囲で <A> ずつ増える数列
range ( <A> , <B> + <A> , <C> )	<A> から <B> までの <C> つ飛ばしの数列
range ( <A> , <B> + <A> , <C> )	<A> から <B> の範囲の <C> つ飛ばしの数列
range ( <A> , <B> + <A> , <C> )	<A> から <B> の範囲で <C> つずつ増える数列
range ( <A> , <B> + <A> , <C> )	<A> ~ <B> の範囲の <C> つ飛ばしの数列
range ( <A> , <B> + <A> , <C> )	<A> ~ <B> の範囲で <C> ずつ増える数列
range ( <A> , <B> + <A> , <C> )	<A> 以上 <B> + <A> 未満の範囲で <C> ずつ増える数列
<A> . append ( <B> )	<A> に <B> を追加する
<A> . append ( <B> )	<A> の最後に <B> をアペンドする
<A> . extend ( <B> )	<A> に <B> を展開して入れる
<A> . extend ( <B> )	<B> を追加して <A> を拡張する
<A> . insert ( <B> , <C> )	<A> の <B> 番目に <C> を追加する
<A> . pop ( )	<A> の末尾から値をポップする
<A> . pop ( <B> )	<A> の <B> 番目から要素をポップする
<A> . clear ( )	<A> の全ての要素を削除する
<A> . remove ( <B> )	<A> 内の <B> と等しい要素の先頭を取り除く
del <A> [ <B> ]	<A> の <B> 番目の要素を取り除く
<A> . index ( <B> )	<A> 内の <B> が存在する先頭のインデックスを取得する
<A> . sort ( )	<A> を昇順にソートする
<A> = <B> . sort ( )	<B> を昇順にソートし、 <A> に代入する
<A> = <B> . sort ( )	<B> を昇順にソートした結果を <A> にする
<A> . sort ( reverse = True )	<A> を降順にソートする
<A> = <B> . sort ( reverse = True )	<B> を降順にソートして、 <A> にする
<A> = <B> . sort ( reverse = True )	<B> を降順にソートした結果を <A> にする
<A> . reverse ( )	<A> を降順にする
<A> = <B> . reverse ( )	<B> を降順にして、 <A> とする
<A> = <B> . reverse ( )	<B> を降順にされた結果を <A> に代入する
<A> . copy ( )	<A> のコピー
<A> = <B> . copy ( )	<B> のコピーを <A> に代入する
sorted ( <A> )	<A> を昇順にソートする
sorted ( <A> )	<A> を昇順にソートした列
sorted ( <A> , reverse = True )	<A> を降順にソートする
sorted ( <A> , reverse = True )	<A> を降順にソートした列
sorted ( <A> , key = <B> )	<A> に <B> 関数を適用してソートする
sorted ( <A> , key = abs )	<A> を絶対値に直してソートする
sorted ( <A> , key = abs )	<A> を絶対値に直してソートした列
sorted ( <A> , key = abs )	<A> の各要素の絶対値でソートする
reversed ( <A> )	<A> を降順にする
reversed ( <A> )	<A> をリバースした列
all ( <A> )	<A> 内の全ての要素が真かどうか
all ( <A> )	<A> 内の要素が全て真かどうか
any ( <A> )	<A> 内の少なくともひとつの要素が真かどうか
any ( <A> )	<A> 内の要素が少なくともひとつは真かどうか
[ <A> for i in range ( <B> ) ]	<B> 個の <A> が含まれるリスト
<A> = [ <B> for i in range ( <C> ) ]	<C> 個の <B> が含まれるリストを <A> にする
[ i for i in range ( <A> , 101 ) ]	<A> から 100 までの数が並んだリスト
<A> = [ i for i in range ( <B> , 101 ) ]	<B> から 100 までの数が並んだリストを <A> に代入する
[ i for i in range ( <A> , <B> ) ]	<A> 以上 <B> 未満の数が並んだリスト
<A> = [ i for i in range ( <B> , <C> ) ]	<B> 以上 <C> 未満の数が並んだリストを <A> とする
''	空文字
'\n'	改行文字
'\n'	改行
'\t'	タブ文字
'\t'	タブ
' '	空白文字
' '	空白
chr ( <A> )	文字コード <A> の文字
ord ( <A> )	<A> の文字コード
bin ( <A> )	<A> の 2 進数文字列
oct ( <A> )	<A> の 8 進数表現
hex ( <A> )	<A> の 16 進数表現
<A> . to_bytes ( )	<A> のバイト列
byteorder = 'big'	ビッグエンディアンとして
byteorder = 'little'	リトルエンディアンとして
<A> . from_bytes ( )	バイト列 <A> からの整数値
<A> . is_integer ( )	<A> が整数かどうか
<A> . upper ( )	<A> を英大文字に変換した文字列
<A> = <B> . upper ( )	<B> を英大文字に変換した文字列を <A> に代入する
<A> . upper ( )	<A> 内の小文字を大文字にする
<A> = <B> . upper ( )	<B> 内の小文字を大文字に変換して、 <A> とする
<A> = <B> . upper ( )	<B> 内の小文字を大文字に変換した結果を <A> にする
<A> . upper ( )	<A> を全て大文字に変換する
<A> = <B> . upper ( )	<B> を全て大文字に変換し、 <A> に代入する
<A> = <B> . upper ( )	<B> を全て大文字に変換した結果を <A> とする
<A> . lower ( )	<A> を英小文字に変換した文字列
<A> = <B> . lower ( )	<B> を英小文字に変換した文字列を <A> に代入する
<A> . lower ( )	<A> 内の大文字を小文字に変換する
<A> = <B> . lower ( )	<B> 内の大文字を小文字に直し、 <A> とする
<A> = <B> . lower ( )	<B> 内の大文字を小文字に直された結果を <A> にする
<A> . lower ( )	<A> を全て小文字に変換する
<A> = <B> . lower ( )	<B> を全て小文字に変換し、 <A> に代入する
<A> = <B> . lower ( )	<B> を全て小文字に変換した結果を <A> にする
list ( <A> )	<A> の文字リスト
<A> = list ( <B> )	<B> の文字リストを <A> とする
<A> . split ( )	<A> を空白で分割した文字列のリスト
<A> = <B> . split ( )	<B> を空白で分割した文字列のリストを <A> とする
<A> . split ( )	<A> を空白で分割してリストを返す
<A> = <B> . split ( )	<B> を空白で分割してリストを返し、 <A> にする
<A> = <B> . split ( )	<B> を空白で分割してリストを返した結果を <A> に代入する
<A> . split ( )	空白を区切り文字として <A> を分割した結果をリスト型にして返す
<A> = <B> . split ( )	空白を区切り文字として <B> を分割した結果をリスト型にして返し、 <A> にする
<A> = <B> . split ( )	空白を区切り文字として <B> を分割した結果をリスト型にして返した結果を <A> とする
<A> . split ( <B> )	<A> を <B> で分割した文字列のリスト
<A> = <B> . split ( <C> )	<B> を <C> で分割した文字列のリストを <A> にする
<A> . split ( <B> )	<A> を <B> で分割してリストを返す
<A> = <B> . split ( <C> )	<B> を <C> で分割してリストを返し、 <A> にする
<A> = <B> . split ( <C> )	<B> を <C> で分割してリストを返した結果を <A> とする
<A> . split ( <B> )	<B> を区切り文字として <A> を分割した結果をリスト型にして返す
<A> = <B> . split ( <C> )	<C> を区切り文字として <B> を分割した結果をリスト型にして返して、 <A> に代入する
<A> = <B> . split ( <C> )	<C> を区切り文字として <B> を分割した結果をリスト型にして返した結果を <A> にする
<A> . split ( <B> , <C> )	<A> を <B> で最大分割数 <C> まで分割した文字列のリスト
<A> = <B> . split ( <C> , <D> )	<B> を <C> で最大分割数 <D> まで分割した文字列のリストを <A> に代入する
