<A> を <B> でわったときの商と剰余の組	divmod ( <A> , <B> )	math . divmod ( <A> , <B> )
もし値 <A> が数字であるのとき	if <A> . isdigit ( ) :	for <A> in range ( <B> ) :
リスト <A> をシャッフルする	random . suffle ( <A> )	collections . suffle ( <A> )
文字列 <A> の右側から空白改行を抜いた値	<A> . rstrip ( )	<A> . rstrip ( )
<B> で <A> をわった結果の切り上げ	( <A> + <B> - 1 ) // <B>	( <A> - <B> - 1 ) // <B>
<C> の中の正規表現 <A> のパターンにマッチした箇所を <B> に置き換えた値と置き換え箇所の個数	re . subn ( <A> , <B> , <C> )	re . sub ( <A> , <B> , <C> )
もしデータ <A> が英小文字ならば	if <A> . islower ( ) :	islower ( <A> , <B> )
文字列 <B> の英大小文字を交換した文字列を <A> に代入する	<A> = <B> . strswap ( )	print ( <A> = <B> )
<B> を区切り文字、最大分割数を <C> に設定して <A> 文字列を終わりから分割してリスト型に直す	<A> . rsplit ( <B> , <C> )	<A> . rsplit ( <B> , <C> )
文字列 <B> を空白で分割した文字列のリストを <A> とする	<A> = <B> . split ( )	( <A> = <B> . split ( )
文字列を入力する	input ( )	str ( <A> )
<A> リストの全ての要素を消す	<A> . clear ( )	<A> . clear ( )
<A> の <B> 乗	pow ( <A> , <B> )	math . pow ( <A> , <B> )
<B> リストの中の値を連結した文字列を <A> に代入する	<A> = '' . join ( <B> )	'' . join ( <A> , <B> )
<A> 集合から <B> を削除する	<A> . remove ( <B> )	( <A> . remove ( <B> )
<A> を <B> でわったあまりを <A> に代入	<A> % = <B>	sorted ( <A> % = <B> )
間に <A> を入れてリスト <B> の中の要素を連結した文字列	<A> . join ( <B> )	<A> . join ( <B> )
<A> を <B> だけシフトした左シフト値を計算する	<A> << <B>	reversed ( <A> , <B> )
辞書 <A> のキー <B> の	<A> [ <B> ]	sorted ( <A> , <B> )
<B> 文字列を終わりから <C> で最大分割数 <D> まで分割した文字列のリストを <A> とする	<A> = <B> . rsplit ( <C> , <D> )	sorted ( <A> , <B> , <C> , <D> )
文字列 <A> の終わりから空白改行を取り除いたデータ	<A> . rstrip ( )	<A> . rstrip ( )
半角スペース区切りで入力された複数の整数をリストとして受け取る	list ( map ( int , input ( ) . split ( ) ) )	print ( map ( int , input ( ) . split ( ) ) )
<B> を浮動小数点数に置き換え、 <A> に代入する	<A> = float ( <B> )	float ( <A> , <B> )
<A> を最も近い数字に切り上げ	math . ceil ( <A> )	math . ceil ( <A> )
<C> を区切り文字に設定して文字列 <B> を分割した結果をリストにした結果を <A> とする	<A> = <B> . split ( <C> )	<A> = <B> . split ( <C> )
<A> 辞書のキー <B> のを参照する	<A> [ <B> ]	del <A> [ <B> ]
リスト <A> を降順にソート置き換える	<A> . sort ( reverse = True )	reversed ( <A> , reverse = True )
<A> を絶対値に直してソート直す	sorted ( <A> , key = abs )	sorted ( <A> , key = abs )
文字列 <B> の先頭から空白改行を抜いた文字列を <A> とする	<A> = <B> . lstrip ( )	sorted ( <A> , <B> )
スペースを区切り文字に指定して <B> 文字列を終わりから分割してリストにし、 <A> に代入する	<A> = <B> . rsplit ( )	print ( <A> = <B> )
<A> の <C> 番目が <B> で終わるかどうか	<A> . endswith ( <B> , <C> )	itertools . endswith ( <A> , <B> , <C> )
<A> を英小文字に変換した文字列	<A> . lower ( )	<A> . lower ( )
空白を区切り文字に指定して <B> を最後から分割してリスト型にして、 <A> に代入する	<A> = <B> . rsplit ( )	sorted ( <A> , <B> )
後ろから <C> で <B> 文字列を分割してリストを返して、 <A> に代入する	<A> = <B> . rsplit ( <C> )	reversed ( <A> , <B> , <C> )
<C> を区切り文字に設定して文字列 <B> を分割した結果をリストにして返して、 <A> に代入する	<A> = <B> . split ( <C> )	<A> = <B> . split ( <C> )
値を <A> からランダムにチョイスする	random . choice ( <A> )	random . choice ( <A> )
<A> 、 <B> 、 <C> のうちもっとも小さい値	min ( <A> , <B> , <C> )	x . min ( <A> , <B> , <C> )
リスト <A> 内の値が少なくともひとつは真かどうか	any ( <A> )	random . any ( <A> )
ユーザが入力した数字を半角スペースで区切ってリストとして得、 <A> に代入する	<A> = list ( map ( int , input ( ) . split ( ) ) )	sorted ( <A> , key = map ( int , input ( ) . split ( ) )
<A> の中の大文字を小文字にする	<A> . lower ( )	( <A> . lower ( )
区切り文字に指定して <B> 文字列を <C> を最後から分割してリストにされた結果を <A> に代入する	<A> = <B> . rsplit ( <C> )	reversed ( <A> , <B> , <C> )
<A> 値の中の小文字を大文字に直す	<A> . upper ( )	<A> . upper ( )
<C> を区切り文字、最大分割数を <D> に設定して文字列 <B> を最後から分割してリスト型にして返された結果を <A> にする	<A> = <B> . rsplit ( <C> , <D> )	sorted ( <A> , <B> , <C> , <D> )
集合 <A> と集合 <B> の対称差を計算する	<A> . symmetric_difference ( <B> )	<A> . symmetric_difference ( <B> )
<B> のセットを <A> に代入する	<A> = set ( <B> )	<A> = set ( <B> )
リスト <B> を大きい方から順に直し、 <A> に代入する	<A> = <B> . reverse ( )	sorted ( <A> , reverse = True )
<B> を区切り文字、最大分割数を <C> として <A> 文字列を最後から分割してリストにして返す	<A> . rsplit ( <B> , <C> )	<A> . rsplit ( <B> , <C> )
文字列 <A> の先頭から空白改行を除いた値	<A> . lstrip ( )	<A> . lstrip ( )
区切り文字に指定して <B> 文字列を <C> を終わりから分割してリストにされた結果を <A> とする	<A> = <B> . rsplit ( <C> )	reversed ( <A> , <B> , <C> )
浮動小数点数に <A> を変換する	float ( <A> )	float ( <A> )
<B> を逆順にした結果を <A> に代入する	<A> = <B> . reverse ( )	sorted ( <A> , reverse = <B> )
<B> を文字列型として得た結果を <A> とする	<A> = str ( <B> )	str ( <A> , <B> )
0 から <B> 未満までの整数乱数を <A> とする	<A> = random . randrange ( <B> )	randrange . randrange ( <A> , <B> )
<B> を英大文字に変換したデータを <A> に代入する	<A> = <B> . upper ( )	sorted ( <A> = <B> )
<A> 文字列を最後から <B> で分割したデータのリスト	<A> . rsplit ( <B> )	<A> . rsplit ( <B> )
ランダムに <A> をシャッフル置き換える	random . shuffle ( <A> )	collections . shuffle ( <A> )
英大文字に値 <B> を変換した値を <A> に代入する	<A> = <B> . upper ( )	<A> = <B> . upper ( )
長さが <C> になるように '0' で <B> 文字列を右寄せした値を <A> にする	<A> = <B> . zfill ( <C> )	<A> = <B> . zfill ( <C> )
<C> を区切り文字、最大分割数を <D> に設定して文字列 <B> を最後から分割してリスト型にして返して、 <A> に代入する	<A> = <B> . rsplit ( <C> , <D> )	sorted ( <A> , <B> , <C> , <D> )
<C> を区切り文字に設定して <B> 文字列を分割した結果をリスト型にした結果を <A> に代入する	<A> = <B> . split ( <C> )	<A> = <B> . split ( <C> )
<C> を区切り文字、最大分割数を <D> に指定して <B> を終わりから分割してリストに置き換えて、 <A> とする	<A> = <B> . rsplit ( <C> , <D> )	sorted ( <A> , <B> , <C> , <D> )
表示しユーザに値を <A> というプロンプトを入力させる	x = input ( <A> )	input ( <A> )
<C> を区切り文字に設定して <B> を分割した結果をリストにして返し、 <A> に代入する	<A> = <B> . split ( <C> )	<A> = <B> . split ( <C> )
1 + <A> の自然対数を調べる	math . log1p ( <A> )	math . log1p ( <A> )
半角スペースごとに入力された複数の整数をリストとして受け取る	list ( map ( int , input ( ) . split ( ) ) )	print ( map ( int , input ( ) . split ( ) ) )
半角スペースごとに入力された数値を受け取り <A> 、 <B> 、 <C> と置き換える	<A> , <B> , <C> = map ( int , input ( ) . split ( ) )	, <A> , <B> , <C> = map ( int , input ( ) . split ( ) )
入力された整数値を半角スペースで分割し <A> 、 <B> 、 <C> とする	<A> , <B> , <C> = map ( int , input ( ) . split ( ) )	sorted ( <A> , <B> , <C> )
<A> を <B> でわったあまりを <A> に入れる	<A> % = <B>	reversed ( <A> , = <B> )
文字列 <B> を末尾から <C> で分割してリストを返した結果を <A> にする	<A> = <B> . rsplit ( <C> )	reversed ( <A> , <B> , <C> )
終わりから <B> で <A> 文字列を最大分割数 <C> まで分割してリストを返す	<A> . rsplit ( <B> , <C> )	<A> . rsplit ( <B> , <C> )
<A> が <B> で割った時の余りが <C> であるでない場合	if <A> % <B> != <C> :	if <A> % <B> != <C> :
<A> 文字列が <B> で終わるかどうか	<A> . endswith ( <B> )	<A> . endswith ( <B> )
区切り文字に指定して <B> を半角スペースを最後から分割してリスト型にした結果を <A> とする	<A> = <B> . rsplit ( )	sorted ( <A> , <B> )
<A> を大きい方から順に並べ直す	<A> . sort ( reverse = True )	reversed ( <A> , reverse = True )
<C> の要素を <A> 、 <D> の要素を <B> へ順番に代入して以降のプログラムをループする	for <A> , <B> in zip ( <C> , <D> ) :	for <A> in zip ( <B> , <C> , <D> ) :
文字列 <A> の中の <C> 番目から <D> 番目に <B> がある位置	<A> . find ( <B> , <C> , <D> )	<A> . rfind ( <B> , <C> , <D> )
長さが <B> になるように '0' で <A> を右寄せした値	<A> . zfill ( <B> )	not <A> . zfill ( <B> )
<C> を区切り文字、最大分割数を <D> に指定して <B> を最後から分割してリストに直された結果を <A> に代入する	<A> = <B> . rsplit ( <C> , <D> )	sorted ( <A> , <B> , <C> , <D> )
文字列 <B> の終わりから空白改行を除いた値を <A> とする	<A> = <B> . rstrip ( )	sorted ( <A> , <B> )
空白を区切り文字として <B> を最後から分割してリスト型にして返し、 <A> にする	<A> = <B> . rsplit ( )	print ( <A> = <B> )
<B> リストを逆順に置き換えて、 <A> にする	<A> = <B> . reverse ( )	sorted ( <A> , reverse = <B> )
区切り文字として <A> 文字列を <B> を末尾から分割してリストにして返す	<A> . rsplit ( <B> )	<A> . rsplit ( <B> )
<B> を区切り文字、最大分割数を <C> に設定して文字列 <A> を最後から分割してリスト型にして返す	<A> . rsplit ( <B> , <C> )	<A> . rsplit ( <B> , <C> )
スペースごとに入力された数値を受け取り <A> 、 <B> 、 <C> と置き換える	<A> , <B> , <C> = map ( int , input ( ) . split ( ) )	sorted ( <A> , <B> , <C> )
末尾から <B> で <A> 文字列を分割してリストを返す	<A> . rsplit ( <B> )	<A> . rsplit ( <B> )
<B> 文字列の右側から空白改行を取り除いた文字列を <A> にする	<A> = <B> . rstrip ( )	sorted ( <A> , <B> )
<C> を区切り文字として文字列 <B> を末尾から分割してリストにして返した結果を <A> にする	<A> = <B> . rsplit ( <C> )	reversed ( <A> , <B> , <C> )
<B> 文字列を英小文字に変換したデータを <A> とする	<A> = <B> . lower ( )	<A> = <B> . lower ( )
英大文字に <A> 値を変換したデータ	<A> . upper ( )	( <A> . upper ( )
<B> の最初を英大文字、残りを全て英小文字にした文字列を <A> にする	<A> = <B> . capitalize ( )	sorted ( <A> = <B> )
<A> リストからランダムに値を選ぶ	random . choice ( <A> )	random . choice ( <A> )
以降の処理を <A> 回ループ置き換える	for i in range ( <A> ) :	hex ( <A> )
集合 <A> から <B> を除去する	<A> . remove ( <B> )	. <A> . remove ( <B> )
<B> を区切り文字、最大分割数を <C> に設定して <A> 文字列を最後から分割してリストにして返す	<A> . rsplit ( <B> , <C> )	<A> . rsplit ( <B> , <C> )
<B> の終わりから空白改行を抜いたデータを <A> に代入する	<A> = <B> . rstrip ( )	reversed ( <A> , <B> )
繰り返しから強制的に抜ける	break	random . break ( <A> )
<A> 集合と <B> セットの差を得る	<A> . difference ( <B> )	reversed ( <A> . difference ( <B> )
文字列 <A> 内の <C> 番目から <D> 番目に <B> がある位置	<A> . find ( <B> , <C> , <D> )	sorted ( <A> , <B> , <C> , <D> )
<B> を <A> 集合に付加する	<A> . add ( <B> )	add ( <A> . add ( <B> )
<A> を <B> で剰余を計算する	<A> % <B>	math . remainder ( <A> , <B> )
<A> が <B> の上位集合の場合	if <A> . issuperset ( <B> ) :	if <A> . issuperset ( <B> ) :
区切り文字に指定して <A> を <B> を最後から分割してリストに直す	<A> . rsplit ( <B> )	<A> . rsplit ( <B> )
文字列 <A> の両端から空白改行を取り除いた文字列	<A> . strip ( )	<A> . strip ( )
<B> 文字列内の大文字を小文字にした結果を <A> に代入する	<A> = <B> . lower ( )	<A> = <B> . lower ( )
<A> を <B> で最大分割数 <C> まで分割した値のリスト	<A> . split ( <B> , <C> )	<A> . split ( <B> , <C> )
文字列 <A> の英大小文字を逆にした値	<A> . strswap ( )	<A> . strswap ( )
空白を区切り文字として文字列 <B> を末尾から分割してリストにして返された結果を <A> に代入する	<A> = <B> . rsplit ( )	print ( <A> = <B> )
わった値を <A> を <B> で切り上げる	( <A> + <B> - 1 ) // <B>	range ( <A> , <B> - 1 ) // <B>
文字列 <B> の最初から空白改行を除いた値を <A> にする	<A> = <B> . lstrip ( )	sorted ( <A> , <B> )
数値に <A> を直す	int ( <A> )	reversed ( <A> )
<B> 文字列内の <D> 番目から <E> 番目に <C> がある位置を <A> に代入する	<A> = <B> . find ( <C> , <D> , <E> )	sorted ( <A> , <B> , <C> , <D> , <E> )
<A> 回繰り返す	for i in range ( <A> ) :	for i in range ( <A> ) :
<B> と <C> の最小公倍数を <A> に代入する	<A> = math . lcm ( <B> , <C> )	round ( <A> , <B> , <C> )
<A> リストの全ての要素を取り除く	<A> . clear ( )	<A> . clear ( )
半角スペースを区切り文字に指定して文字列 <B> を最後から分割してリストに直された結果を <A> にする	<A> = <B> . rsplit ( )	sorted ( <A> , <B> )
<B> で <A> の最初を拡張する	<A> . appendleft ( <B> )	re . appendleft ( <A> , <B> )
<B> のコサインを <A> にする	<A> = math . cos ( <B> )	math . cos ( <A> , <B> )
<B> の英大小文字を逆にしたデータを <A> とする	<A> = <B> . strswap ( )	print ( <A> = <B> )
カンマ区切りで <A> を表示する	print ( <A> , sep = ',' )	datetime . print ( <A> , sep = ',' )
<B> を区切り文字に設定して <A> を分割した結果をリスト型にして返す	<A> . split ( <B> )	. <A> . split ( <B> )
<B> を最後からスペースで分割してリストを返して、 <A> にする	<A> = <B> . rsplit ( )	sorted ( <A> , <B> )
ユーザが入力した数値を空白で区切ってリストとして受け取る	list ( map ( int , input ( ) . split ( ) ) )	print ( map ( int , input ( ) . split ( ) ) )
<B> を終わりから半角スペースで分割してリストを返して、 <A> にする	<A> = <B> . rsplit ( )	sorted ( <A> , <B> )
<B> 文字列の <D> 番目から <C> を後ろから探して見つかった位置を <A> にする	<A> = <B> . rfind ( <C> , <D> )	= <A> . rfind ( <B> , <C> , <D> )
<C> を区切り文字、最大分割数を <D> に設定して文字列 <B> を最後から分割してリストにして返し、 <A> に代入する	<A> = <B> . rsplit ( <C> , <D> )	sorted ( <A> , <B> , <C> , <D> )
<A> 文字列の両端から <B> を抜いたデータ	<A> . strip ( <B> )	<A> . strip ( <B> )
リスト <A> のセット	set ( <A> )	set ( <A> )
半角スペースごとに入力された複数の整数をリストとして受け取った結果を <A> に代入する	<A> = list ( map ( int , input ( ) . split ( ) ) )	sorted ( <A> , key = map ( int , input ( ) . split ( ) )
スペースを区切り文字として文字列 <B> を分割した結果をリスト型にして返して、 <A> にする	<A> = <B> . split ( )	sorted ( <A> , <B> )
<B> 文字列の最初から <C> を除いた文字列を <A> に代入する	<A> = <B> . lstrip ( <C> )	<A> = <B> . lstrip ( <C> )
<B> を浮動小数点数に直された結果を <A> にする	<A> = float ( <B> )	float ( <A> , <B> )
入力されたデータを空白で分割し <A> 、 <B> 、 <C> と置き換える	<A> , <B> , <C> = input ( ) . split ( )	sorted ( <A> , <B> , <C> )
<B> 文字列の終わりから <C> を除いた文字を <A> に代入する	<A> = <B> . rstrip ( <C> )	reversed ( <A> , <B> , <C> )
<A> を最も近い数値に切り捨て	math . floor ( <A> )	math . floor ( <A> )
<B> を後ろから <C> で分割した文字列のリストを <A> に代入する	<A> = <B> . rsplit ( <C> )	print ( <A> , <B> , <C> )
リスト <A> の <B> 番目から値をポップ置き換える	<A> . pop ( <B> )	<A> . pop ( <B> )
区切り文字として文字列 <B> をスペースを最後から分割してリスト型にして返した結果を <A> にする	<A> = <B> . rsplit ( )	print ( <A> = <B> )
<C> を区切り文字、最大分割数を <D> に設定して <B> を末尾から分割してリスト型にして返した結果を <A> に代入する	<A> = <B> . rsplit ( <C> , <D> )	sorted ( <A> , <B> , <C> , <D> )
<A> 内の要素が少なくともひとつは真かどうか	any ( <A> )	random . any ( <A> )
ユーザから入力された値をリストにされた結果を <A> にする	<A> = list ( input ( ) )	print ( <A> , input ( ) )
<B> 身長と <A> 体重から BMI	<A> / ( <B> / 100 ) ** 2	/ ( <A> , <B> / 100 ) ** 2
スペースを区切り文字に指定して <B> を分割した結果をリスト型にした結果を <A> とする	<A> = <B> . split ( )	( <A> = <B> . split ( )
リスト <A> の全ての値を消去する	<A> . clear ( )	<A> . clear ( )
空白ごとに入力された複数の整数をリストとして受け取って、 <A> にする	<A> = list ( map ( int , input ( ) . split ( ) ) )	sorted ( <A> , key = map ( int , input ( ) . split ( ) )
<B> を <A> リストの最後に入れる	<A> . append ( <B> )	itertools . append ( <A> , <B> )
値 <B> の中の小文字を大文字に置き換えた結果を <A> とする	<A> = <B> . upper ( )	sorted ( <A> , <B> )
長さが <B> になるように '0' で <A> 文字列を右寄せしたデータ	<A> . zfill ( <B> )	<A> . zfill ( <B> )
後ろから <B> で <A> 文字列を分割したデータのリスト	<A> . rsplit ( <B> )	<A> . rsplit ( <B> )
リスト <A> 内の <B> と等しい値の先頭を消去する	<A> . remove ( <B> )	<A> . remove ( <B> )
<B> 文字列を後ろから <C> で分割してリストを返された結果を <A> とする	<A> = <B> . rsplit ( <C> )	print ( <A> , <B> , <C> )
<B> リストを降順に置き換え、 <A> に代入する	<A> = <B> . reverse ( )	<A> = <B> . reverse ( )
<A> セットと <B> 集合の共通部分	<A> . intersection ( <B> )	sorted ( <A> . intersection ( <B> )
<A> と <B> が等しいとき	if <A> == <B> :	if <A> == <B> :
<A> に <B> を <A> にかけた値を代入する	<A> *= <B>	str ( <A> , <B> )
<A> 文字列を最後から <B> で最大分割数 <C> まで分割したデータのリスト	<A> . rsplit ( <B> , <C> )	<A> . rsplit ( <B> , <C> )
<B> リスト内の値を連結した値を <A> とする	<A> = '' . join ( <B> )	'' . join ( <A> , <B> )
データ <A> の最初が <B> で始まる{かどうか}	<A> . startswith ( <B> )	<A> . startswith ( <B> )
半角スペースを区切り文字に指定して文字列 <B> を最後から分割してリストに直して、 <A> に代入する	<A> = <B> . rsplit ( )	sorted ( <A> , <B> )
区切り文字に指定して <B> をスペースを最後から分割してリストにした結果を <A> に代入する	<A> = <B> . rsplit ( )	sorted ( <A> , <B> )
<A> を終わりから空白で分割した文字列のリスト	<A> . rsplit ( )	<A> . rsplit ( )
<A> からランダムに値を <B> つチョイス直す	random . sample ( <A> , <B> )	bisect . sample ( <A> , <B> )
空白を区切り文字に指定して <B> 文字列を分割した結果をリスト型に直し、 <A> に代入する	<A> = <B> . split ( )	sorted ( <A> , <B> )
末尾から <C> で <B> 文字列を分割した文字列のリストを <A> にする	<A> = <B> . rsplit ( <C> )	sorted ( <A> , <B> , <C> )
文字列 <B> の先頭から <C> を取り除いた文字列を <A> とする	<A> = <B> . lstrip ( <C> )	<A> = <B> . lstrip ( <C> )
<B> をリストとして得、 <A> にする	<A> = list ( <B> )	print ( <A> , <B> )
スペースを区切り文字として <A> 文字列を分割した結果をリストにして返す	<A> . split ( )	<A> . split ( )
<B> を整数型に変換して、 <A> とする	<A> = int ( <B> )	int ( <A> , <B> )
<B> を区切り文字、最大分割数を <C> に指定して文字列 <A> を分割した結果をリスト型に置き換える	<A> . split ( <B> , <C> )	. <A> . split ( <B> , <C> )
区切り文字として <B> を <C> を末尾から分割してリストにして返された結果を <A> にする	<A> = <B> . rsplit ( <C> )	<A> = <B> . rsplit ( <C> )
<A> の二乗を算出する	<A> ** 2	math . sin ( <A> )
入力された数値を半角スペースで区切ってリストとして得た結果を <A> にする	<A> = list ( map ( int , input ( ) . split ( ) ) )	list ( map ( int , input ( <A> ) . split ( ) ) )
<A> のタンジェントを算出する	math . tan ( <A> )	math . tan ( <A> )
<A> 集合が <B> 集合の上位集合かどうか	<A> . issuperset ( <B> )	. <A> . issuperset ( <B> )
<A> の前後の空白を消去する	<A> . strip ( )	<A> . strip ( )
<A> 集合に <B> を加える	<A> . add ( <B> )	add ( <A> . add ( <B> )
<B> を整数型に直して、 <A> に代入する	<A> = int ( <B> )	int ( <A> , <B> )
文字列 <A> を長さが <B> になるように左を '0' で埋めた値	<A> . zfill ( <B> )	. <A> . zfill ( <B> )
複数の入力値をリストとして受け取った結果を <A> に代入する	<A> = list ( input ( ) )	not <A> = list ( input ( ) )
入力された数値を半角スペースで区切ってリストとして受け取って、 <A> とする	<A> = list ( map ( int , input ( ) . split ( ) ) )	sorted ( <A> , key = map ( int , input ( ) . split ( ) )
<A> の末尾が <B> で終わるかどうか	<A> . endswith ( <B> )	random . endswith ( <A> , <B> )
文字列 <A> を <B> で最大分割数 <C> まで分割したデータのリスト	<A> . split ( <B> , <C> )	. <A> . split ( <B> , <C> )
<B> の先頭から空白改行を取り除いたデータを <A> に代入する	<A> = <B> . lstrip ( )	sorted ( <A> , <B> )
文字列 <A> を終わりからスペースで分割した値のリスト	<A> . rsplit ( )	<A> . rsplit ( )
区切り文字に設定して <A> を <B> を最後から分割してリスト型に置き換える	<A> . rsplit ( <B> )	<A> . rsplit ( <B> )
数値を受け取る	int ( input ( ) )	int ( input ( ) )
<B> を降順にソート置き換えた結果を <A> に代入する	<A> = <B> . sort ( reverse = True )	reversed ( <A> , reverse = True )
<A> を <B> で分割した文字列のリスト	<A> . split ( <B> )	. <A> . split ( <B> )
<C> を区切り文字、最大分割数を <D> として <B> を終わりから分割してリストにして返された結果を <A> とする	<A> = <B> . rsplit ( <C> , <D> )	sorted ( <A> , <B> , <C> , <D> )
<A> の先頭から <B> を取り除いた文字列	<A> . lstrip ( <B> )	<A> . lstrip ( <B> )
<A> リストをランダムにシャッフルする	random . shuffle ( <A> )	itertools . shuffle ( <A> )
<A> を変換したデータ	str ( <A> )	os . str ( <A> )
<B> を空白で分割してリストを返した結果を <A> とする	<A> = <B> . split ( )	sorted ( <A> , <B> )
<A> と <B> の和を求める	<A> + <B>	reversed <A> + <B>
区切り文字として <B> 文字列を半角スペースを末尾から分割してリスト型にして返した結果を <A> に代入する	<A> = <B> . rsplit ( )	print ( <A> = <B> )
リトルエンディアンとして	byteorder = 'little'	byteorder = <B>
<A> の両端から空白改行を抜いたデータ	<A> . strip ( )	<A> . strip ( )
<B> を区切り文字に設定して <A> を分割した結果をリスト型に置き換える	<A> . split ( <B> )	. <A> . split ( <B> )
文字列 <B> を最後から半角スペースで分割してリストを返し、 <A> にする	<A> = <B> . rsplit ( )	sorted ( <A> , <B> )
リスト <A> の中の要素を連結したデータ	'' . join ( <A> )	'' . join ( <A> )
<A> を降順に直す	reversed ( <A> )	( <A> . reverse ( )
<A> の一部分を取り出す	<A> [ start : end ]	<A> [ : end ]
もし <A> 文字列の <C> 番目が <B> で始まる{かどうか}の場合	if <A> . startswith ( <B> , <C> ) :	if <A> . startswith ( <B> , <C> ) :
<A> と <B> の商を計算する	<A> / <B>	not <A> <B>
<A> の英大小文字を逆にした文字列	<A> . strswap ( )	<A> . strswap ( )
