plt . figure ( figsize = ( <A> , <B> ) )	描画するグラフのサイズを縦 <B> 横 <A> にする
plt . figure ( figsize = ( <A> , <B> ) )	<A> × <B> に出力するグラフのサイズをする
plt . figure ( figsize = ( <A> , <B> ) )	描画するグラフのサイズを <A> × <B> に指定する
plt . figure ( figsize = ( <A> , <B> ) )	表示するグラフの大きさを縦 <B> 横 <A> に設定する
plt . figure ( figsize = ( <A> , <B> ) )	縦 <B> 横 <A> に表示するグラフのサイズをする
plt . figure ( figsize = ( <A> , <B> ) )	描画するグラフの大きさを縦 <B> 横 <A> に変更する
plt . figure ( figsize = ( <A> , <B> ) )	<A> × <B> に出力するグラフの大きさを設定する
plt . figure ( figsize = ( <A> , <B> ) )	横 <A> 縦 <B> に表示するグラフのサイズを指定する
plt . figure ( figsize = ( <A> , <B> ) )	表示するグラフのサイズを縦 <B> 横 <A> にセットする
plt . figure ( figsize = ( <A> , <B> ) )	横 <A> 縦 <B> に出力するグラフの大きさを変更する
plt . figure ( figsize = ( <A> , <B> ) )	縦 <B> 横 <A> に描画するグラフの大きさを指定する
plt . figure ( figsize = ( <A> , <B> ) )	<A> × <B> に出力するグラフのサイズを設定する
plt . figure ( figsize = ( <A> , <B> ) )	描画するグラフのサイズを横 <A> 縦 <B> に変更する
plt . figure ( figsize = ( <A> , <B> ) )	出力するグラフの大きさを横 <A> 縦 <B> にする
plt . figure ( figsize = ( <A> , <B> ) )	縦 <B> 横 <A> に表示するグラフの大きさをセットする
plt . figure ( figsize = ( <A> , <B> ) )	表示するグラフのサイズを <A> × <B> に変更する
plt . figure ( figsize = ( <A> , <B> ) )	縦 <B> 横 <A> に出力するグラフのサイズをする
plt . figure ( figsize = ( <A> , <B> ) )	横 <A> 縦 <B> に出力するグラフの大きさをする
plt . figure ( figsize = ( <A> , <B> ) )	表示するグラフの大きさを <A> × <B> に設定する
plt . figure ( figsize = ( <A> , <B> ) )	<A> × <B> に出力するグラフの大きさを指定する
plt . figure ( figsize = ( <A> , <B> ) )	表示するグラフのサイズを <A> × <B> にセットする
plt . figure ( figsize = ( <A> , <B> ) )	描画するグラフのサイズを横 <A> 縦 <B> にする
plt . figure ( figsize = ( <A> , <B> ) )	縦 <B> 横 <A> に出力するグラフの大きさを指定する
plt . figure ( figsize = ( <A> , <B> ) )	横 <A> 縦 <B> に描画するグラフの大きさを設定する
plt . figure ( figsize = ( <A> , <B> ) )	縦 <B> 横 <A> に描画するグラフの大きさを変更する
plt . figure ( figsize = ( <A> , <B> ) )	描画するグラフのサイズを <A> × <B> に設定する
plt . figure ( figsize = ( <A> , <B> ) )	出力するグラフのサイズを <A> × <B> に設定する
plt . figure ( figsize = ( <A> , <B> ) )	描画するグラフのサイズを <A> × <B> にセットする
plt . figure ( figsize = ( <A> , <B> ) )	<A> × <B> に描画するグラフの大きさを指定する
plt . figure ( figsize = ( <A> , <B> ) )	表示するグラフのサイズを縦 <B> 横 <A> に指定する
plt . figure ( figsize = ( <A> , <B> ) )	縦 <B> 横 <A> に出力するグラフのサイズを指定する
plt . figure ( figsize = ( <A> , <B> ) )	縦 <B> 横 <A> に出力するグラフの大きさを設定する
plt . figure ( figsize = ( <A> , <B> ) )	出力するグラフのサイズを <A> × <B> にセットする
plt . xlabel ( <A> )	x 軸の軸の名前を <A> に設定する
plt . xlabel ( <A> )	x 軸のラベルを <A> に指定する
plt . xlabel ( <A> )	グラフの x 軸の軸の名前を <A> に変更する
plt . xlabel ( <A> )	x 軸のラベルを <A> にする
plt . xlabel ( <A> )	グラフの x 軸の軸の名前を <A> にする
plt . xlabel ( <A> )	x 軸の軸ラベルを <A> に設定する
plt . xlabel ( <A> )	x 座標の軸名を <A> に変更する
plt . xlabel ( <A> )	<A> に x 軸のラベルを設定する
plt . xlabel ( <A> )	<A> に x 座標の軸名をする
plt . xlabel ( <A> )	グラフの x 軸の軸の名前を <A> に指定する
plt . xlabel ( <A> )	グラフの x 軸の軸の名前を <A> にセットする
plt . xlabel ( <A> )	<A> に x 軸のラベルをセットする
plt . xlabel ( <A> )	x 座標の軸名を <A> にセットする
plt . xlabel ( <A> )	グラフの x 軸の軸ラベルを <A> にする
plt . xlabel ( <A> )	x 座標の軸ラベルを <A> に設定する
plt . xlabel ( <A> )	<A> にグラフの x 軸の軸の名前を変更する
plt . xlabel ( <A> )	横軸の軸ラベルを <A> にする
plt . xlabel ( <A> )	<A> にグラフの x 軸の軸の名前を指定する
plt . xlabel ( <A> )	<A> に x 座標の軸名を設定する
plt . xlabel ( <A> )	<A> に x 軸のラベルをする
plt . xlabel ( <A> )	<A> にグラフの x 軸の軸ラベルをセットする
plt . xlabel ( <A> )	<A> に x 座標の軸の名前をセットする
plt . xlabel ( <A> )	グラフの x 軸の軸の名前を <A> に設定する
plt . xlabel ( <A> )	x 座標の軸名を <A> に設定する
plt . xlabel ( <A> )	<A> にグラフの x 軸の軸の名前をする
plt . xlabel ( <A> )	<A> にグラフの x 軸の軸の名前をセットする
plt . xlabel ( <A> )	x 軸のラベルを <A> に変更する
plt . xlabel ( <A> )	グラフの x 軸の軸ラベルを <A> にセットする
plt . xlabel ( <A> )	x 座標の軸の名前を <A> に変更する
plt . xlabel ( <A> )	<A> に x 軸のラベルを変更する
plt . xlabel ( <A> )	<A> にグラフの x 軸の軸名を指定する
plt . xlabel ( <A> )	<A> にグラフの x 軸の軸の名前を設定する
plt . xlabel ( <A> )	<A> に x 座標の軸名を変更する
plt . xlabel ( <A> )	x 軸の軸名を <A> に指定する
plt . xlabel ( <A> )	横軸の軸の名前を <A> にセットする
plt . xlabel ( <A> )	<A> にグラフの x 軸のラベルを変更する
plt . xlabel ( <A> )	<A> に x 座標の軸名を指定する
plt . xlabel ( <A> )	x 座標の軸名を <A> に指定する
plt . xlabel ( <A> )	<A> に x 座標の軸ラベルを設定する
plt . xlabel ( <A> )	<A> に x 軸の軸の名前を指定する
plt . xlabel ( <A> )	x 軸のラベルを <A> にセットする
plt . xlabel ( <A> )	<A> に x 座標のラベルをセットする
plt . xlabel ( <A> )	x 軸の軸名を <A> にする
plt . xlabel ( <A> )	<A> に x 座標のラベルを指定する
plt . xlabel ( <A> )	x 軸のラベルを <A> に設定する
plt . xlabel ( <A> )	<A> にグラフの x 軸の軸ラベルを指定する
plt . xlabel ( <A> )	x 軸の軸ラベルを <A> にする
plt . xlabel ( <A> )	<A> に x 軸の軸ラベルをする
plt . xlabel ( <A> )	x 座標の軸の名前を <A> に指定する
plt . xlabel ( <A> )	<A> に x 座標の軸名をセットする
plt . xlabel ( <A> )	<A> に x 軸のラベルを指定する
plt . xlabel ( <A> )	x 座標の軸の名前を <A> にセットする
plt . xlabel ( <A> )	グラフの x 軸のラベルを <A> に変更する
plt . xlabel ( <A> )	<A> に x 軸の軸名を変更する
plt . xlabel ( <A> )	横軸の軸名を <A> にセットする
plt . xlabel ( <A> )	<A> に x 軸の軸ラベルを設定する
plt . xlabel ( <A> )	x 座標の軸名を <A> にする
plt . xlabel ( <A> )	x 座標の軸の名前を <A> にする
plt . xlabel ( <A> )	横軸のラベルを <A> に指定する
plt . xlabel ( <A> )	<A> に横軸のラベルをセットする
plt . xlabel ( <A> )	<A> に横軸の軸ラベルをセットする
plt . xlabel ( <A> )	<A> にグラフの x 軸の軸ラベルをする
plt . xlabel ( <A> )	x 座標のラベルを <A> に指定する
plt . xlabel ( <A> )	<A> に横軸の軸名を変更する
plt . xlabel ( <A> )	x 座標のラベルを <A> に設定する
plt . xlabel ( <A> )	横軸に <A> という軸ラベルを加える
plt . xlabel ( <A> )	横軸に <A> という軸ラベルを付与する
plt . xlabel ( <A> )	<A> という軸名を x 座標につける
plt . xlabel ( <A> )	<A> というラベルを x 軸につける
plt . xlabel ( <A> )	x 軸に <A> というラベルを追加する
plt . xlabel ( <A> )	<A> という軸ラベルを横軸に付与する
plt . xlabel ( <A> )	x 座標に <A> という軸名を付与する
plt . xlabel ( <A> )	<A> という軸ラベルを横軸に加える
plt . xlabel ( <A> )	グラフの x 軸に <A> という軸の名前を加える
plt . xlabel ( <A> )	<A> という軸名を x 座標に追加する
plt . xlabel ( <A> )	<A> という軸名を x 座標に加える
plt . xlabel ( <A> )	<A> という軸の名前をグラフの x 軸につける
plt . xlabel ( <A> )	横軸に <A> という軸ラベルを追加する
plt . xlabel ( <A> )	<A> というラベルを x 軸に追加する
plt . xlabel ( <A> )	x 軸に <A> というラベルをつける
plt . xlabel ( <A> )	グラフの x 軸に <A> という軸の名前をつける
plt . xlabel ( <A> )	x 座標に <A> という軸名をつける
plt . xlabel ( <A> )	x 軸に <A> というラベルを加える
plt . xlabel ( <A> )	x 座標に <A> という軸名を付ける
plt . xlabel ( <A> )	<A> というラベルを x 軸に付与する
plt . xlabel ( <A> )	<A> という軸の名前をグラフの x 軸に加える
plt . xlabel ( <A> )	x 座標に <A> という軸名を追加する
plt . xlabel ( <A> )	x 軸に <A> というラベルを付与する
plt . xlabel ( <A> )	グラフの x 軸に <A> という軸の名前を付与する
plt . xlabel ( <A> )	横軸に <A> という軸ラベルを付ける
plt . xlabel ( <A> )	x 座標に <A> という軸名を加える
plt . xlabel ( <A> )	<A> という軸名を x 座標に付与する
plt . xlabel ( <A> )	<A> という軸ラベルを横軸に追加する
plt . xlabel ( <A> )	<A> というラベルを x 軸に加える
plt . xlabel ( <A> )	<A> という軸ラベルを横軸につける
plt . xlabel ( <A> )	グラフの x 軸に <A> という軸の名前を追加する
plt . xlabel ( <A> )	横軸に <A> という軸ラベルをつける
plt . xlabel ( <A> )	x 軸に <A> というラベルを付ける
plt . xlabel ( <A> )	<A> という軸の名前をグラフの x 軸に追加する
plt . xlabel ( <A> )	<A> という軸の名前をグラフの x 軸に付与する
plt . xlabel ( <A> )	<A> という軸名を x 座標に付ける
plt . xlabel ( <A> )	グラフの x 軸に <A> という軸の名前を付ける
plt . xlabel ( <A> )	<A> という軸の名前をグラフの x 軸に付ける
plt . xlabel ( <A> )	<A> というラベルを x 軸に付ける
plt . xlabel ( <A> )	<A> という軸ラベルを横軸に付ける
plt . ylabel ( <A> )	y 座標の軸ラベルを <A> に設定する
plt . ylabel ( <A> )	<A> にグラフの y 軸の軸名をする
plt . ylabel ( <A> )	<A> にグラフの y 軸の軸ラベルを設定する
plt . ylabel ( <A> )	グラフの y 軸のラベルを <A> にセットする
plt . ylabel ( <A> )	<A> に y 座標の軸の名前を指定する
plt . ylabel ( <A> )	y 軸のラベルを <A> にセットする
plt . ylabel ( <A> )	<A> に y 座標のラベルをセットする
plt . ylabel ( <A> )	<A> にグラフの y 軸のラベルを変更する
plt . ylabel ( <A> )	グラフの y 軸の軸ラベルを <A> に設定する
plt . ylabel ( <A> )	<A> にグラフの y 軸の軸ラベルをセットする
plt . ylabel ( <A> )	グラフの y 軸の軸名を <A> に指定する
plt . ylabel ( <A> )	<A> にグラフの y 軸のラベルをセットする
plt . ylabel ( <A> )	y 軸の軸名を <A> にする
plt . ylabel ( <A> )	<A> に y 軸の軸ラベルを設定する
plt . ylabel ( <A> )	y 座標の軸名を <A> にする
plt . ylabel ( <A> )	縦軸のラベルを <A> にセットする
plt . ylabel ( <A> )	y 座標のラベルを <A> にセットする
plt . ylabel ( <A> )	<A> にグラフの y 軸の軸名を指定する
plt . ylabel ( <A> )	<A> に y 軸のラベルをセットする
plt . ylabel ( <A> )	グラフの y 軸の軸の名前を <A> に変更する
plt . ylabel ( <A> )	<A> に y 軸のラベルを変更する
plt . ylabel ( <A> )	<A> に縦軸の軸名をする
plt . ylabel ( <A> )	y 軸の軸名を <A> に指定する
plt . ylabel ( <A> )	<A> に y 座標の軸名を指定する
plt . ylabel ( <A> )	<A> に y 座標の軸ラベルを設定する
plt . ylabel ( <A> )	y 軸の軸の名前を <A> に指定する
plt . ylabel ( <A> )	<A> に y 座標の軸名をする
plt . ylabel ( <A> )	<A> にグラフの y 軸の軸の名前を変更する
plt . ylabel ( <A> )	<A> に y 軸の軸の名前を指定する
plt . ylabel ( <A> )	y 座標の軸の名前を <A> に指定する
plt . ylabel ( <A> )	y 軸の軸ラベルを <A> に設定する
plt . ylabel ( <A> )	y 座標のラベルを <A> に変更する
plt . ylabel ( <A> )	縦軸の軸名を <A> に指定する
plt . ylabel ( <A> )	<A> に y 座標の軸の名前を変更する
plt . ylabel ( <A> )	y 座標の軸の名前を <A> に変更する
plt . ylabel ( <A> )	縦軸の軸ラベルを <A> に設定する
plt . ylabel ( <A> )	グラフの y 軸の軸名を <A> にする
plt . ylabel ( <A> )	<A> に y 軸の軸名をする
plt . ylabel ( <A> )	<A> にグラフの y 軸の軸の名前を指定する
plt . ylabel ( <A> )	グラフの y 軸の軸の名前を <A> に指定する
plt . ylabel ( <A> )	<A> に y 軸の軸ラベルをセットする
plt . ylabel ( <A> )	<A> に縦軸のラベルを変更する
plt . ylabel ( <A> )	グラフの y 軸のラベルを <A> に変更する
plt . ylabel ( <A> )	y 軸のラベルを <A> に変更する
plt . ylabel ( <A> )	グラフの y 軸の軸ラベルを <A> にセットする
plt . ylabel ( <A> )	y 軸の軸の名前を <A> に変更する
plt . ylabel ( <A> )	<A> に縦軸の軸ラベルを設定する
plt . ylabel ( <A> )	<A> に y 軸の軸名を指定する
plt . ylabel ( <A> )	縦軸の軸名を <A> にする
plt . ylabel ( <A> )	<A> に縦軸の軸の名前を指定する
plt . ylabel ( <A> )	縦軸のラベルを <A> に変更する
plt . ylabel ( <A> )	<A> に縦軸の軸名を指定する
plt . ylabel ( <A> )	<A> に y 軸の軸の名前を変更する
plt . ylabel ( <A> )	縦軸に <A> という軸ラベルを付ける
plt . ylabel ( <A> )	<A> という軸名を y 座標に追加する
plt . ylabel ( <A> )	グラフの y 軸に <A> という軸の名前を加える
plt . ylabel ( <A> )	y 座標に <A> という軸名を追加する
plt . ylabel ( <A> )	y 座標に <A> という軸名を付与する
plt . ylabel ( <A> )	y 軸に <A> というラベルをつける
plt . ylabel ( <A> )	<A> という軸の名前をグラフの y 軸に付与する
plt . ylabel ( <A> )	<A> という軸名を y 座標に付与する
plt . ylabel ( <A> )	<A> という軸の名前をグラフの y 軸に加える
plt . ylabel ( <A> )	<A> という軸ラベルを縦軸に付ける
plt . ylabel ( <A> )	y 軸に <A> というラベルを加える
plt . ylabel ( <A> )	<A> というラベルを y 軸につける
plt . ylabel ( <A> )	<A> という軸ラベルを縦軸につける
plt . ylabel ( <A> )	グラフの y 軸に <A> という軸の名前を付与する
plt . ylabel ( <A> )	<A> というラベルを y 軸に加える
plt . ylabel ( <A> )	縦軸に <A> という軸ラベルをつける
plt . grid ( True )	グラフにグリッドを入れる
plt . grid ( True )	グラフにグリッドを描画する
plt . grid ( True )	グラフに格子線を表示する
plt . grid ( True )	グラフにグリッド線を加える
plt . grid ( True )	メモリをグラフに追加する
plt . grid ( True )	グラフに格子線を描く
plt . grid ( True )	目盛りをグラフにつける
plt . grid ( True )	グラフに目盛りを追加する
plt . grid ( True )	グリッド線をグラフにつける
plt . grid ( True )	グラフにグリッドを付ける
plt . grid ( True )	格子線をグラフに描く
plt . grid ( True )	格子をグラフに表示する
plt . grid ( True )	グリッド線をグラフに付与する
plt . grid ( True )	格子線をグラフに表示する
plt . grid ( True )	グリッドをグラフに付ける
plt . grid ( True )	グラフに格子を表示する
plt . grid ( True )	目盛りをグラフに加える
plt . grid ( True )	格子線をグラフに加える
plt . grid ( True )	グラフにグリッド線をつける
plt . grid ( True )	グラフにグリッド線を付ける
plt . grid ( True )	格子線をグラフに描画する
plt . grid ( True )	グラフに目盛りを付与する
plt . grid ( True )	グラフにメモリをつける
plt . grid ( True )	メモリをグラフに出力する
plt . grid ( True )	グラフに目盛りを加える
plt . grid ( True )	グリッド線をグラフに追加する
plt . grid ( True )	グラフに格子を入れる
plt . grid ( True )	グラフにメモリを追加する
plt . grid ( True )	グラフに格子線を入れる
plt . grid ( True )	グラフにメモリを加える
plt . grid ( True )	グリッド線をグラフに付ける
plt . grid ( True )	グラフに目盛りをつける
plt . grid ( True )	格子をグラフにつける
plt . grid ( True )	グラフにメモリを出力する
plt . grid ( True )	グラフに格子を出力する
plt . grid ( True )	グラフに格子を付ける
plt . grid ( True )	グラフにメモリを描画する
plt . grid ( True )	メモリをグラフに入れる
plt . grid ( True )	グラフにグリッド線を描く
plt . grid ( True )	格子をグラフに出力する
plt . grid ( True )	メモリをグラフにつける
plt . grid ( True )	格子線をグラフにつける
plt . grid ( True )	格子をグラフに描画する
plt . grid ( True )	グラフに目盛りを入れる
plt . grid ( True )	目盛りをグラフに付ける
plt . grid ( True )	グラフに格子を描画する
plt . grid ( True )	メモリをグラフに表示する
plt . grid ( True )	グリッドをグラフに追加する
plt . grid ( True )	グラフに格子を描く
plt . grid ( True )	グラフにグリッドをつける
plt . grid ( True )	グリッドをグラフに表示する
plt . grid ( True )	メモリをグラフに描画する
plt . grid ( True )	目盛りをグラフに描画する
plt . grid ( True )	グラフに格子をつける
plt . grid ( True )	グラフにグリッド線を付与する
plt . legend ( )	グラフ内に凡例を入れる
plt . legend ( )	凡例をグラフ内につける
plt . legend ( )	凡例をグラフ内に加える
plt . legend ( )	グラフ内に凡例を描画する
plt . legend ( )	凡例をグラフ内に入れる
plt . legend ( )	凡例をグラフ内に追加する
plt . legend ( )	グラフ内に凡例を描く
plt . legend ( )	凡例をグラフ内に付ける
plt . legend ( )	グラフ内に凡例を追加する
plt . legend ( )	グラフ内に凡例を付ける
plt . legend ( )	グラフ内に凡例を加える
plt . legend ( )	グラフ内に凡例を表示する
plt . legend ( )	グラフ内に凡例をつける
plt . legend ( )	凡例をグラフ内に描画する
plt . legend ( )	凡例をグラフ内に描く
plt . legend ( )	凡例をグラフ内に表示する
plt . legend ( loc = 'best' )	最適な位置に凡例を入れる
plt . legend ( loc = 'best' )	最も適切な位置に凡例を描く
plt . legend ( loc = 'best' )	凡例をグラフに被らない位置に描画する
plt . legend ( loc = 'best' )	グラフに被らない位置に凡例を入れる
plt . legend ( loc = 'best' )	凡例を最適な位置に入れる
plt . legend ( loc = 'best' )	凡例を最も適切な位置に加える
plt . legend ( loc = 'best' )	最も適切な位置に凡例を描画する
plt . legend ( loc = 'best' )	最適な位置に凡例を表示する
plt . legend ( loc = 'best' )	凡例を最適な位置に描画する
plt . legend ( loc = 'best' )	凡例を最も適切な位置に描画する
plt . legend ( loc = 'best' )	最適な位置に凡例を追加する
plt . legend ( loc = 'best' )	グラフに被らない位置に凡例を描画する
plt . legend ( loc = 'best' )	最も適切な位置に凡例をつける
plt . legend ( loc = 'best' )	凡例を最適な位置に描く
plt . legend ( loc = 'best' )	凡例をグラフに被らない位置に入れる
plt . legend ( loc = 'best' )	最適な位置に凡例を描画する
plt . legend ( loc = 'best' )	凡例を最適な位置に加える
plt . legend ( loc = 'best' )	凡例を最も適切な位置に表示する
plt . legend ( loc = 'best' )	最も適切な位置に凡例を付ける
plt . legend ( loc = 'best' )	グラフに被らない位置に凡例を表示する
plt . legend ( loc = 'best' )	凡例を最適な位置に表示する
